ebay_url,item_details_url,ebay_seller_url,ebay_title,ebay_item_number,ebay_product_condition,ebay_price,ebay_seller,ebay_upc,ebay_mpn,ebay_brand
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Tackla-800SR-Senior-Ice-Hockey-Pants-Black-GREAT-CONDITION-FREE-SHIP/254374334485?hash=item3b39e45015:g:kWcAAOSwR9NdkTif,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Tackla 800SR Senior Ice Hockey Pants Black GREAT CONDITION-FREE SHIP,254374334485,Pre-owned,"INR 3,394.29(including shipping)",waverlyhills1,DOES NOT APPLY,800SR,Tackla Sports
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/MAKITA-HR2811FX-1-1-8-SDS-PLUS-Rotary-Hammer-W-4-1-2-Angle-Grinder-2019-NISB/254470282061?hash=item3b3f9c5b4d:g:BNMAAOSwhEteDpMJ,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"MAKITA HR2811FX 1-1/8"" SDS-PLUS Rotary Hammer W/4-1/2"" Angle Grinder 2019 NISB!!",254470282061,New,"INR 19,837.69(including shipping)",waverlyhills1,088381603447,HR2811FX,Makita
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/UNDER-ARMOUR-RABACH-HOODIE-BLACK-YOUTH-LARGE-LOOSE/254180992750?hash=item3b2e5e26ee:g:7dMAAOSw9ENZohsO,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"UNDER ARMOUR RABACH HOODIE BLACK, YOUTH-LARGE-LOOSE-",254180992750,Pre-owned,"INR 1,409.74(including shipping)",waverlyhills1,DOES NOT APPLY, - - - ,Under Armour
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN-TBD/312564361989?hash=item48c649ab05:g:rYsAAOSwq7JT9pAE,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN TBD,312564361989,New,"INR 54,985.47(including shipping)",waverlyhills1,064800900007,TURBO 200 MINI,"AMRAD ENGINEERING, INC."
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPNE2/312571137181?hash=item48c6b10c9d:g:CdQAAOSwcB5ZE7ah,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPNE2,312571137181,New with tags,"INR 177,191.86(including shipping)",waverlyhills1,097298013294, - - - ,PINK
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN-32/312564361981?hash=item48c649aafd:g:07IAAOSwmLlX5c1b,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN 32,312564361981,--not specified,"INR 391,594.02(including shipping)",waverlyhills1,DOES NOT APPLY,Does Not Apply,HANDMADEA T THE PLAYMILL ME
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN-TB/312549897773?hash=item48c56cf62d:g:RLQAAOxy0bRTDp6Y,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN TB,312549897773,New with tags,"INR 180,735.70(including shipping)",waverlyhills1,096506799944, - - - ,AIRPLUS
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/JB-DV-200N-7CFM-Platinum-Vacuum-Pump-F-SHIP-BRAND-NEW-IN-SEALED-BOX-06-2019/311946448329?hash=item48a1750dc9:g:APEAAOSww9ddmOWZ,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"JB DV-200N 7CFM Platinum Vacuum Pump, F/SHIP, BRAND NEW IN SEALED BOX- 06/2019!",311946448329,New,"INR 32,595.51(including shipping)",waverlyhills1,0095801761342,DV200N,JB Industries
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/RIDGID-R860720B-GEN5X-Hybrid-Fan-18-Volt-Rubber-Handle-Variable-Speed-Dials-NISB/252696817473?hash=item3ad5e76f41:g:skUAAOSwtIBZuISB,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,RIDGID R860720B GEN5X Hybrid Fan 18-Volt Rubber Handle Variable Speed Dials NISB,252696817473,New,"INR 5,669.43(including shipping)",waverlyhills1,0648846065878,R860720B,RIDGID
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/SPC-TECHNOLOGY-MODEL-DSP-50P-PANEL-PUNCH-W-WRENCH-FREE-SHIP-GREAT-CONDITION/312549897782?hash=item48c56cf636:g:I9QAAOxy9MpSPknU,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"SPC TECHNOLOGY MODEL DSP-50P PANEL PUNCH, W/WRENCH-FREE SHIP-GREAT CONDITION!!!",312549897782,Used,"INR 13,465.87(including shipping)",waverlyhills1, - - - ,DSP-50P,SPC Technology
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-48-11-1880-M18-REDLITHIUM-HIGH-OUTPUT-XC8-0-Battery-BRAND-NEW-2019-DAT/252787707270?hash=item3adb524d86:g:3oAAAOSw4aRc8tn-,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Milwaukee 48-11-1880 M18 REDLITHIUM HIGH OUTPUT XC8.0 Battery BRAND NEW 2019 DAT,252787707270,New,"INR 5,527.68(including shipping)",waverlyhills1,0045242519231,48111880,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Ricoh-Clutch-for-roller-AX20-0171-FREE-SHIPPING-NEW-IN-SEALED-BOX-JAPAN/254180992796?hash=item3b2e5e271c:g:Ms8AAOxyOMdS3zAv,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Ricoh-Clutch for roller,   AX20-0171-FREE SHIPPING- NEW IN SEALED BOX-JAPAN !!!!",254180992796,New,"INR 6,938.12(including shipping)",waverlyhills1,Does not apply,AX20-0171,Ricoh
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-2892-22CTPO-18V-2Tool-Cordless-LITH-Ion-Packout-Combo-Kit-NISB-FSHIP/252113609586?hash=item3ab3246372:g:7lsAAOSwaRhcxOuI,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Milwaukee 2892-22CTPO 18V,  2Tool Cordless LITH-Ion Packout Combo Kit NISB FSHIP",252113609586,New,"INR 20,552.84(including shipping)",waverlyhills1,0045242535194,2892-22CTPO,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-2792-20-M18-Jobsite-Radio-Charger-FREE-SHIPPING-NEW-IN-SEALED-BOX/312199426585?hash=item48b0893219:g:VPIAAOSwzVhbWSzd,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Milwaukee 2792-20 M18 Jobsite Radio/Charger-FREE SHIPPING-NEW IN SEALED BOX!!!!!,312199426585,New,"INR 14,823.87(including shipping)",waverlyhills1,0045242317837,279220,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Zurn-Wilkins-70XLDU-Water-Pressure-Reducing-Valve-1-Lead-Free-FREE-SHIP-NWOB/312539093959?hash=item48c4c81bc7:g:cIIAAOSw~uhUmePo,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Zurn Wilkins 70XLDU Water Pressure Reducing Valve 1"" Lead-Free-FREE SHIP NWOB",312539093959,New – Open box,"INR 177,191.86(including shipping)",waverlyhills1,DOES NOT APPLY,70XLDU,ZURN-WILKINS
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Makita-XT275PT-18-Volt-5-0Ah-2-Tool-Cordless-Drill-Impact-Combo-Kit-NISB-F-SHIP/252092845434?hash=item3ab1e78d7a:g:3-QAAOSwZrtcjq1D,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Makita XT275PT 18-Volt 5.0Ah 2-Tool Cordless Drill&Impact Combo Kit NISB F/SHIP!,252092845434,New,"INR 24,699.13(including shipping)",waverlyhills1,0088381853330,XT275PT,Makita
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Tiny-Love-33313024-Soothe-n-Groove-Mobile-Blue-0-24-months-FREE-SHIP-DISPLAY/312540414395?hash=item48c4dc41bb:g:nVYAAOSwHDdclstT,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Tiny Love 33313024 Soothe 'n Groove Mobile, Blue 0-24 months- FREE SHIP DISPLAY!",312540414395,New other (see details),"INR 3,039.90(including shipping)",waverlyhills1,786417088083,33313024,Tiny Love
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN/311343898632?hash=item487d8ae008:g:r5sAAOSwBahU4OyV,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN,311343898632,New,"INR 180,735.70(including shipping)",waverlyhills1,885911285629,DCK592L2-2015 DATE!!!,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Makita-2-BL1860B-2-6-0AH-LED-GAUGE-18V-LXT-LITH-Ion-F-PRI-SHP-NEW-SEALED-PACKS/311402787527?hash=item48810d72c7:g:IgUAAOSwVUta2r5g,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Makita(2)BL1860B-2(6.0AH) LED GAUGE 18V LXT LITH-Ion F/PRI-SHP-NEW SEALED PACKS!,311402787527,New,"INR 20,121.20(including shipping)",waverlyhills1,0088381464031,BL1860B2,Makita
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/TURBOTORCH-0386-0820-MODEL-PL-12A-Soldering-Brazing-Tip-FREE-PRI-SHIP-NISP/311483187255?hash=item4885d84037:g:MSsAAOSwLeFcV6YD,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"TURBOTORCH 0386-0820, MODEL PL-12A, Soldering/Brazing Tip,FREE PRI- SHIP NISP!!!",311483187255,New,"INR 7,292.51(including shipping)",waverlyhills1,716352139687,0386-0820,TurboTorch
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Sioux-1-Offset-Trigger-Start-Rev-1-PNEUMATIC-SCREWDRIVER-1OM2203-F-SHP-BRAND-NEW/312549897786?hash=item48c56cf63a:g:LIoAAOSwl8NVamwt,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Sioux 1 Offset Trigger Start,Rev,1 PNEUMATIC SCREWDRIVER#1OM2203 F/SHP BRAND NEW",312549897786,New,"INR 48,542.77(including shipping)",waverlyhills1,781150142153,1OM2203,SIOUX
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-48-11-1812-M18-FUEL-HD-12-Ah-RED-Li-Ion-BATTERY-F-PRI-SHP-SEALED-NISB/253445734277?hash=item3b028aff85:g:JisAAOSwcapb5N6n,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Milwaukee 48-11-1812 M18 FUEL HD 12 Ah RED Li-Ion BATTERY F/PRI-SHP SEALED NISB!,253445734277,New,"INR 10,555.67(including shipping)",waverlyhills1,0000048111812,M18HB12,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DeWalt-DG5563-18-PRO-CONTRACTORS-CLOSED-TOP-TOOL-BAG-MANY-POCKETS-NWOTS-F-SHIP/312785450366?hash=item48d377357e:g:RN0AAOSwHfxdj~4x,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"DeWalt DG5563 18"" PRO CONTRACTORS CLOSED TOP TOOL BAG MANY POCKETS NWOTS  F/SHIP",312785450366,Open box,"INR 3,542.42(including shipping)",waverlyhills1,084298955631,DG5563,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/GLADIATOR-LACROSSE-CHECT-PAD-YOUTHS-SIZE-FREE-SHIPPING-PRE-OWNED-PRISTINE-COND/254199222911?hash=item3b2f74527f:g:L8YAAOxyXTRSCZME,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"GLADIATOR LACROSSE CHECT PAD, YOUTHS SIZE, FREE SHIPPING PRE-OWNED-PRISTINE COND",254199222911,Pre-owned,"INR 1,771.21(including shipping)",waverlyhills1, - - - , - - - ,GLADIATOR
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Louisville-Slugger-TPX-H2-Hybrid-Lite-Ball-Glove/312571137123?hash=item48c6b10c63:g:K3QAAOSwcEtZi7sR,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Louisville Slugger TPX H2 Hybrid Lite Ball Glove,312571137123,Pre-owned,"INR 1,764.12(including shipping)",waverlyhills1,DOES NOT APPLY, - - - ,Louisville Slugger
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN1/312564361985?hash=item48c649ab01:g:A2UAAOSw2fRarZd0,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN1,312564361985,New,"INR 248,068.61(including shipping)",waverlyhills1,0088381827751,XT269R,Makita
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Nu-Calgon-4300-38-Rx11-Flush-Starter-Kit-FREE-PRIORITY-SHIPPING-NEW-IN-MFG-BOX/254461197726?hash=item3b3f11bd9e:g:irIAAOSw8UZeAAUB,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Nu-Calgon 4300-38 Rx11 Flush Starter Kit FREE PRIORITY SHIPPING NEW IN MFG BOX!!,254461197726,New,"INR 10,340.21(including shipping)",waverlyhills1,00681001430388,4300-08,Nu-Calgon
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Porter-Cable-CFN250-Cordless-Finish-Nailer-with-Case-FUEL-CANS-NAILS-GREAT-CND/254173662706?hash=item3b2dee4df2:g:xTUAAOSwealaY-~d,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Porter Cable CFN250 - Cordless Finish Nailer with Case&FUEL CANS&NAILS GREAT CND,254173662706,Used,"INR 7,788.65(including shipping)",waverlyhills1,DOES NOT APPLY,CFN250,PORTER CABLE
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/HILTI-CPC-B-18-2-6-LITHIUM-ION-BATTERY-NEW-SEALED-BOX-LATE-2016-FREE-PRI-SHIP/311522502503?hash=item4888302767:g:7DgAAOSw3YJZRzCt,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"HILTI CPC  B 18/2.6 LITHIUM-ION BATTERY, NEW SEALED BOX-LATE 2016 FREE PRI-SHIP!",311522502503,New,"INR 6,371.11(including shipping)",waverlyhills1,7613023968542,B 18/2.6,HILTI
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/LUCAS-95150-MILHAUPT-SIL-FOS-15-HVAC-grade-1lb-28-rods-1tube-FREE-PRI-SHIP-NEW/254157487122?hash=item3b2cf77c12:g:Qv8AAOSwzqFY9UtR,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,LUCAS-95150-MILHAUPT SIL-FOS 15 HVAC grade-1lb(28 rods)1tube-FREE PRI-SHIP NEW!!,254157487122,New,"INR 5,166.21(including shipping)",waverlyhills1,755212951502,95150,LUCAS
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DEWALT-DCB606-20-60V-MAX-FLEXVOLT-6-0Ah-Batt-FREE-PRIORITY-SHIP-NEW-SEALED-PACK/312069379820?hash=item48a8c8d6ec:g:MyQAAOSwDApah7iZ,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,DEWALT DCB606 20/60V MAX FLEXVOLT 6.0Ah Batt- FREE PRIORITY SHIP NEW SEALED PACK,312069379820,New,"INR 6,583.74(including shipping)",waverlyhills1,0088591147090,DCB606,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Hugo-Boss-Womens-33881109-9811-Cosmopolis-Stainless-Steel-Watch-MOTHER-OF-PEARL/312564362026?hash=item48c649ab2a:g:~EYAAOSwVFlULe~Z,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Hugo Boss Women's 33881109/9811 Cosmopolis Stainless Steel Watch-MOTHER OF PEARL,312564362026,New with tags,"INR 16,293.85(including shipping)",waverlyhills1,Does not apply,BOOOMWYHPU,HUGO BOSS BY MOVADO
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/OPEN-36/254199222864?hash=item3b2f745250:g:U6sAAOSw5cNYRI5X,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,OPEN 36,254199222864,Open box,"INR 109,858.96(including shipping)",waverlyhills1,0885911009676,Does Not Apply,OPEN
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DEWALT-DCKTS240C2-20V-MAX-LITH-ION-Cordless-Drill-DRVR-Impact-DRVR-SET-NISB-F-SP/251934555770?hash=item3aa8783e7a:g:0TEAAOSw9tlbzOBF,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,DEWALT DCKTS240C2 20V MAX LITH-ION Cordless Drill DRVR/Impact DRVR SET NISB F/SP,251934555770,New,"INR 19,128.92(including shipping)",waverlyhills1,885911373609,DCKTS240C2,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Bosch-GBH18V-26K-Brushless-SDS-Plus-Bulldog-Rotary-Hammer-Kit-UPGRADED-BATTS-NEW/254173662732?hash=item3b2dee4e0c:g:n3gAAOSwmzRagk1T,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Bosch GBH18V-26K Brushless SDS-Plus Bulldog Rotary Hammer Kit UPGRADED BATTS NEW,254173662732,New,"INR 46,062.09(including shipping)",waverlyhills1,000346489309,GBH18V-26K+UPGRADED BATTERIES,BOSCH
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/MILWAUKEE-2778-22-M18-18V-LITH-ION-FORCE-LOGIC-12-Ton-Utility-Crimper-KIT-NISB/252056173041?hash=item3aafb7f9f1:g:rv4AAOSwP8db75Wr,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,MILWAUKEE 2778-22 M18 18V LITH-ION FORCE LOGIC 12 Ton Utility Crimper KIT NISB!!,252056173041,New,"INR 301,155.29(including shipping)",waverlyhills1,045242473793,2778-22,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Fieldpiece-HS36-Expandable-Autoranging-True-RMS-Stick-Multimeter-w-Backlight-NIB/312571137175?hash=item48c6b10c97:g:qdMAAOSwBahVJyub,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Fieldpiece HS36 Expandable Autoranging True RMS Stick Multimeter w/Backlight NIB,312571137175,New,"INR 22,105.75(including shipping)",waverlyhills1,872641000325,HS36,Fieldpiece
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/RIDGID-R9200-X4-18v-Hyper-Li-Ion-Cordless-Hammer-Drill-Impact-Driver-Combo-NEW/254180992755?hash=item3b2e5e26f3:g:z3oAAOSwu4BVsvO6,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,RIDGID R9200 X4 18v Hyper Li-Ion Cordless Hammer Drill & Impact Driver Combo NEW,254180992755,New,"INR 53,157.56(including shipping)",waverlyhills1,Does not apply,R9200,RIDGID
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/TRANE-CTR6958-Motor-Protector-and-Oil-Pressure-Control-UNIT-FREE-PRI-SHIP-NISB/254008101215?hash=item3b2410095f:g:Rl8AAOSwVYhcA1z~,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,TRANE CTR6958 Motor Protector and Oil Pressure Control UNIT FREE PRI-SHIP NISB!!,254008101215,New,"INR 31,532.36(including shipping)",waverlyhills1, - - - ,CTR6958,TRANE
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-6538-21-Super-Sawzall-Reciprocating-saw-15-AMP-W-CASE-FREE-SHIP-NISB/311480199524?hash=item4885aaa964:g:BxkAAOSwGIJdEB75,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Milwaukee 6538-21 Super Sawzall, Reciprocating saw 15 AMP W/CASE FREE SHIP-NISB!",311480199524,New,"INR 12,962.65(including shipping)",waverlyhills1,045242151677,6538-21,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/WOLVERINE-SILVALOY-15-Brazing-Rods-15-Silver-1lb-28-rods-1tube-R53-412-F-P-SHIP/252370282618?hash=item3ac270e87a:g:WgMAAOSwTA9X5d84,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,WOLVERINE-SILVALOY 15-Brazing Rods 15% Silver-1lb(28 rods)1tube-R53-412 F/P-SHIP,252370282618,New,"INR 5,662.34(including shipping)",waverlyhills1,747041312234,R53-412,WOLVERINE JOINING TECHNOLOGIES
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DeWalt-DCB609-2-FlexVolt-20-60V-MAX-Li-Ion-Battery-TWO-Pack-FREE-SHIPPING-NISP/311123320840?hash=item4870652008:g:CLQAAOSw~FhdDp3v,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,DeWalt DCB609-2 FlexVolt 20/60V MAX Li-Ion Battery TWO Pack-FREE SHIPPING NISP!!,311123320840,New,"INR 19,837.69(including shipping)",waverlyhills1,885911458306,DCB609-2,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/MILWAUKEE-GENUINE-48-11-1815-2-M18-RED-Lithium-Ion-Battery-F-SHIP-NIS-PACKS/311231121227?hash=item4876d2074b:g:H5wAAOSwc3ZUnMGv,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,MILWAUKEE GENUINE 48-11-1815 (2) M18 RED Lithium-Ion Battery-F/SHIP NIS-PACKS!!!,311231121227,New,"INR 9,914.95(including shipping)",waverlyhills1,Does not apply,48-11-1815,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DeWalt-DC233KL-36V-cordless-SDS-Rotary-Hammer-Kit-SET-BATTS-REFURBISHED-F-SHP/254195948704?hash=item3b2f425ca0:g:n60AAOSw1zpbOEfh,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"DeWalt DC233KL 36V cordless SDS Rotary Hammer Kit, SET & BATTS REFURBISHED F/SHP",254195948704,Seller refurbished,"INR 38,973.00(including shipping)",waverlyhills1,DOES NOT APPLY,DC233KL,DEWALT
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-48-59-1200P-M18-Li-Ion-HD-12-0-Starter-Kit-w-Free-BATT-FREE-SHIP-NISP/254332454462?hash=item3b3765463e:g:2OAAAOSwRaJdVvZE,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,Milwaukee 48-59-1200P M18 Li-Ion HD 12.0 Starter Kit w/ Free BATT-FREE SHIP NISP,254332454462,New,"INR 23,381.53(including shipping)",waverlyhills1,0045242534388,48591850P,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Harley-Davidson-Motorcycles-1994-Commemorative-Eagle-Buckle-Set-2974-of-10-000/312549897746?hash=item48c56cf612:g:e3sAAOSwL7VWrCJj,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Harley-Davidson Motorcycles 1994 Commemorative Eagle Buckle Set # 2974 of 10,000",312549897746,New with tags,"INR 21,261.61(including shipping)",waverlyhills1,DOES NOT APPLY, - - - ,Harley-Davidson
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/DEWALT-DCS575T2-60V-MAX-FLEXVOLT-BRUSHLESS-CORDLESS-7-1-4-CIRCULAR-SAW-NISB-FS/253101661086?hash=item3aee08db9e:g:uHoAAOSwtBdadnSu,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"DEWALT DCS575T2 60V-MAX FLEXVOLT BRUSHLESS CORDLESS 7-1/4"" CIRCULAR SAW NISB FS!",253101661086,New,"INR 29,723.58(including shipping)",waverlyhills1,0885911465625,DCS575T2, - - - 
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/RYOBI-P590-18V-Portable-Cordless-2-5-Band-Saw-Tool-Only-NEW-SEALED-BOX-F-SHIP/312944916983?hash=item48dcf879f7:g:v6AAAOSw-s5eHTQ1,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"RYOBI P590 18V Portable Cordless 2.5"" Band Saw (Tool Only) NEW SEALED BOX F/SHIP",312944916983,New,"INR 9,135.30(including shipping)",waverlyhills1,033287176892,P590,Ryobi
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/Milwaukee-2715-22-M18-Fuel-1-1-8-SDS-Rotary-Hammer-2X-XC-5-0-Batts-NISB-F-SHIP/312325862889?hash=item48b81275e9:g:FLQAAOSwEKpb8QF~,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"Milwaukee 2715-22 M18 Fuel 1-1/8"" SDS+ Rotary Hammer 2X XC 5.0 Batts NISB F/SHIP",312325862889,New,"INR 38,265.65(including shipping)",waverlyhills1,045242303557,2715-22,Milwaukee
https://www.ebay.com/sch/waverlyhills1/m.html?_nkw=&_armrs=1&_from=,https://www.ebay.com/itm/FLIR-CM78-TRMS-CLAMP-METER-IR-THERMOMETER-1000A-FREE-SHIPPING-BRAND-NEW-UNIT/312549897764?hash=item48c56cf624:g:8qwAAOSwNSxVHdyJ,https://www.ebay.com/usr/waverlyhills1?_trksid=p2047675.l2559,"FLIR CM78 TRMS CLAMP METER IR  THERMOMETER, 1000A, FREE SHIPPING, BRAND NEW UNIT",312549897764,New,"INR 31,177.97(including shipping)",waverlyhills1,793950370780, - - - ,FLIR
